Date,Open,High,Low,Close,Volume,Spread,RealVolume,Bid,Ask
2025.05.04 12:17,8418.6000,8418.7000,8417.4000,8417.7000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:18,8417.6000,8417.9000,8416.9000,8417.3000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:19,8417.2000,8417.8000,8417.1000,8417.5000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:20,8417.6000,8417.6000,8416.1000,8416.5000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:21,8416.6000,8417.6000,8416.6000,8417.3000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:22,8417.2000,8419.1000,8417.2000,8418.7000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:23,8418.8000,8418.8000,8417.8000,8418.5000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:24,8418.6000,8420.0000,8418.1000,8419.7000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:25,8419.6000,8419.7000,8419.0000,8419.3000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:26,8419.2000,8419.9000,8418.9000,8419.9000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:27,8419.8000,8420.6000,8419.5000,8419.9000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:28,8419.8000,8419.8000,8419.1000,8419.5000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:29,8419.6000,8420.1000,8419.3000,8419.5000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:30,8419.4000,8419.8000,8419.0000,8419.7000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:31,8419.6000,8420.4000,8419.1000,8420.1000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:32,8420.2000,8421.6000,8420.1000,8421.3000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:33,8421.2000,8422.5000,8421.2000,8422.5000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:34,8422.4000,8422.6000,8421.1000,8421.1000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:35,8421.2000,8421.2000,8420.1000,8420.5000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:36,8420.6000,8420.7000,8419.5000,8420.5000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:37,8420.4000,8421.8000,8420.1000,8421.7000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:38,8421.6000,8422.2000,8421.2000,8422.1000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:39,8422.0000,8422.1000,8421.7000,8421.9000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:40,8421.8000,8423.5000,8421.7000,8423.5000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:41,8423.4000,8423.9000,8423.1000,8423.3000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:42,8423.4000,8423.7000,8422.5000,8422.5000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:43,8422.4000,8423.3000,8421.9000,8423.3000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:44,8423.4000,8423.6000,8422.9000,8423.3000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:45,8423.2000,8423.2000,8421.5000,8422.1000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:46,8422.0000,8422.3000,8421.4000,8421.9000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:47,8422.0000,8422.1000,8421.3000,8421.9000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:48,8421.8000,8422.2000,8421.5000,8422.1000,60,0.0002,0,8418.8000,8419.0000
2025.05.04 12:49,8422.2000,8422.3000,8421.7000,8422.1000,60,0.0002,0,8418.8000,8419.0000
